Column1;datetime;username;origin_text;text;like;retweet;reply;neg;neu;pos;compound;sentiment
85;2020-05-01;dimas_______;More evidence that  Indonesia s  coronavirus  deaths are way higher than disclosed. April saw a second month of very high burials in Jakarta, despite people leaving the city.  ;evidence indonesia  coronavirus deaths way higher disclosed april saw second month high burials jakarta despite people leaving city;0;0;0;0;10;0;0;Neutral
86;2020-05-01;AnneABarker;Burials in Jakarta were almost as high in April as in March - undermining official suggestions that  coronavirus  deaths have already peaked in the  Indonesian  capital  ;burials jakarta almost high april march undermining official suggestions coronavirus deaths already peaked indonesian capital;31;14;3;91;909;0;-3612;Negative
87;2020-05-01;XHNews;"Tap    to get your Asia-Pacific  #COVID19  news:
-- Bangladesh's cases surpass 8,000
-- Death toll in  Indonesia  reaches 800, total at 10,551
-- Philippines reports 284 new cases, total at 8,772
-- Australian leaders to discuss lifting  coronavirus  restricti";tap get asiapacific covid19 news bangladeshs cases surpass 8000 death toll indonesia reaches 800 total 10551 philippines reports 284 new cases total 8772 australian leaders discuss lifting coronavirus restricti;35;9;4;9;882;28;-5719;Negative
88;2020-05-01;thejakartaglobe;Coronavirus  Cases in  Indonesia  Hit New High, Funeral Figure Suggests More Deaths   ;coronavirus cases indonesia hit new high funeral figure suggests deaths;28;23;3;172;828;0;-3612;Negative
89;2020-05-01;riaandv;Coronavirus  pandemic pushes  Indonesia  zoo animals to brink of starvation    via  @SCMPNews;coronavirus pandemic pushes indonesia zoo animals brink starvation via scmpnews;0;0;0;0;10;0;0;Neutral
90;2020-05-01;jakpost;Stranded by  coronavirus , a Russian family traveling in  Indonesia  busks to survive  #jakpost   ;stranded coronavirus russian family traveling indonesia busks survive jakpost;15;10;4;0;10;0;0;Neutral
91;2020-05-01;DMunanzar;"Greeting from  Indonesia 
We faced the same problem  Corona Virus  too";greeting indonesia faced problem corona virus;0;0;0;189;629;182;-258;Neutral
92;2020-05-01;ErnstNordholt;Stranded by  coronavirus , a Russian family traveling in  Indonesia  busks to survive -     #GoogleAlerts;stranded coronavirus russian family traveling indonesia busks survive googlealerts;0;0;0;0;10;0;0;Neutral
93;2020-05-01;putnam_ml;Indonesian  study: Low Vitamin D patients ten times more likely to die of  Coronavirus   JoNova    via  @JoanneNova;indonesian study low vitamin patients ten times likely die coronavirus  jonova via joannenova;1;0;0;256;654;9;-6204;Negative
94;2020-05-01;VIKBataille;Coronavirus  pandemic pushes  Indonesia  zoo animals to brink of starvation    via  @YouTube;coronavirus pandemic pushes indonesia zoo animals brink starvation via youtube;0;0;0;0;10;0;0;Neutral
95;2020-05-01;OBukowsky;Could this be the reason why we are seeing much lower number of dead in  Indonesia  than has been predicted?  Coronavirus  cannot beat kretek cigarettes?  ;could reason seeing much lower number dead indonesia predicted coronavirus beat kretek cigarettes;0;0;0;227;729;43;-7622;Negative
96;2020-05-01;msianinsight;Another 433  coronavirus  cases in  Indonesia    ;another 433 coronavirus cases indonesia;1;0;0;0;10;0;0;Neutral
97;2020-05-01;Latifalatifah;Coronavirus :  Indonesia  disputes WHO's method of counting the country's fatality rate, SE Asia News & Top Stories - The Straits Times  ;coronavirus indonesia disputes whos method counting countrys fatality rate se asia news top stories straits times;0;1;0;241;693;66;-7003;Negative
98;2020-05-01;covid_data;"COVID19 Stats for  Indonesia  as of May 01, 2020:

Total Cases: 10551
New Cases: +433
Total Deaths: 800
New Deaths: 8
Total Recovered: 1591
Active Cases: 8160
Serious/Critical Cases: no data
Total Tests: 102305
Tests/1M pop: 374

 #coronavirus   #COVID19";covid19 stats indonesia may 01 2020 total cases 10551 new cases 433 total deaths 800 new deaths 8 total recovered 1591 active cases 8160 seriouscritical cases data total tests 102305 tests1m pop 374 coronavirus covid19;0;0;0;52;878;7;1935;Positive
99;2020-05-01;ChoudhuryAmin2;Thousands of  #Indonesian  Pray Jummah prayer wearing masks and keeping a Meter distance between each other As a precaution of  #Coronavirus .  ;thousands indonesian pray jummah prayer wearing masks keeping meter distance precaution coronavirus;1;1;0;0;901;99;3182;Positive
100;2020-05-01;PigeonExpress_;Coronavirus  pushes  Indonesia  zoo animals to brink of starvation  #Indonesia   #Zoo   #Coronavirus   #CoronavirusPandemic   #COVID   #COVID19   #COVID2019   #Covid_19   #COVID__19   #COVID%E3%83%BC19   #CoronavirusOutbreak   ;coronavirus pushes indonesia zoo animals brink starvation indonesia zoo coronavirus coronaviruspandemic covid covid19 covid2019 covid19 covid19 covide383bc19 coronavirusoutbreak;1;0;0;0;10;0;0;Neutral
101;2020-05-01;TPE_connect;Coronavirus  pushes  Indonesia  zoo animals to brink of starvation.  #Indonesia   #Zoo   #Coronavirus   #CoronavirusPandemic   #COVID   #COVID19   #COVID2019   #Covid_19   #COVID__19   #COVID%E3%83%BC19   #CoronavirusOutbreak   ;coronavirus pushes indonesia zoo animals brink starvation indonesia zoo coronavirus coronaviruspandemic covid covid19 covid2019 covid19 covid19 covide383bc19 coronavirusoutbreak;0;0;0;0;10;0;0;Neutral
102;2020-05-01;Indiastats;"#Coronavirus  ( #COVID19 ) - A  #Comparision  between  # G20  Countries. (As on 30.04.2020) 
 #UnitedStatesOfAmerica   #EuropeanUnion   #Italy   #UnitedKingdom   #Germany   #France   #Turkey   #China   #Brazil   #Canada   #India   #SaudiArabia   #Mexico   #Southkorea   #Indonesia";coronavirus covid19 comparision g20 countries 30042020 unitedstatesofamerica europeanunion italy unitedkingdom germany france turkey china brazil canada india saudiarabia mexico southkorea indonesia;1;1;0;0;10;0;0;Neutral
103;2020-05-01;CaviarDreams5;Thousands of animals face starvation at cesspit  Indonesian  zoo due to  coronavirus  and maybe forced to eat each other  ;thousands animals face starvation cesspit indonesian zoo due coronavirus maybe forced eat;0;0;0;136;864;0;-4588;Negative
104;2020-05-01;GlobalPandemics;"COVID-ALERT: Fearing Infection, Some In  Indonesia  Refuse Nearby Burial Of
COVID-19 Victims - Global Pandemic News |  #Coronavirus   #COVID19  -   ";covidalert fearing infection indonesia refuse nearby burial covid19 victims global pandemic news coronavirus covid19;0;0;0;313;687;0;-802;Negative
105;2020-05-01;thekangbae2;"1/5/2020  #COVID19   #coronavirus   #SoutheastAsia   

Singapore : 17,101 [+932] [16 deaths](+1)
 Indonesia  : 10,551 [+433] [800 deaths](+8)
Philippines : 8,772 [+284] [579 deaths](+11)
Malaysia : 6,071 [+69] [103 deaths](+1)
Thailand : 2,960 [+6] [54 deaths]";152020 covid19 coronavirus southeastasia singapore 17101 932 16 deaths1 indonesia 10551 433 800 deaths8 philippines 8772 284 579 deaths11 malaysia 6071 69 103 deaths1 thailand 2960 6 54 deaths;2;3;1;0;10;0;0;Neutral
106;2020-05-01;thekangbae2;"1/5/2020 'Recovered'  #Covid_19   #coronavirus   #SoutheastAsia  

 Indonesia  : 1,591 [+69]
Philippines : 1,084 [+41]
Malaysia : 4,210 [+39]
Thailand : 2,719 [+35]
Singapore : 1,268 [+24]
Vietnam : 225 
Brunei : 124 
Cambodia : 119";152020 recovered covid19 coronavirus southeastasia indonesia 1591 69 philippines 1084 41 malaysia 4210 39 thailand 2719 35 singapore 1268 24 vietnam 225 brunei 124 cambodia 119;2;2;1;0;10;0;0;Neutral
107;2020-05-01;LimAiYim;The beginning to uncover more.  Indonesian  cigarette factory temporarily shut after 2 workers die of  coronavirus   ;beginning uncover indonesian cigarette factory temporarily shut 2 workers die coronavirus;0;0;0;206;794;0;-5994;Negative
108;2020-05-01;katiedyd2;Coronavirus  pandemic pushes  Indonesia  zoo animals to brink of starvation    via  @SCMPNews;coronavirus pandemic pushes indonesia zoo animals brink starvation via scmpnews;0;0;0;0;10;0;0;Neutral
109;2020-05-01;katiedyd2;Indonesian  villagers block  coronavirus  burials, fearing contamination    via  @SCMPNews;indonesian villagers block coronavirus burials fearing contamination via scmpnews;0;0;0;452;548;0;-765;Negative
110;2020-05-01;shellmellor70;Bat meat still popular in parts of  Indonesia , despite  coronavirus  fears | Article [AMP] | Reuters  ;bat meat still popular parts indonesia despite coronavirus fears article amp reuters;0;0;0;0;745;255;6288;Positive
111;2020-05-01;TPE_connect;Coronavirus  pushes  Indonesia  zoo animals to brink of starvation  #Indonesia   #Zoo   #Coronavirus   #CoronavirusPandemic   #COVID   #COVID19   #COVID2019   #Covid_19   #COVID__19   #COVID%E3%83%BC19   #CoronavirusOutbreak ;coronavirus pushes indonesia zoo animals brink starvation indonesia zoo coronavirus coronaviruspandemic covid covid19 covid2019 covid19 covid19 covide383bc19 coronavirusoutbreak;0;0;0;0;10;0;0;Neutral
112;2020-05-01;jesssandoval;Burial numbers in Jakarta indicate  coronavirus  toll is higher than officially reported  #Indonesia      ;burial numbers jakarta indicate coronavirus toll higher officially reported indonesia;0;0;0;0;10;0;0;Neutral
113;2020-05-01;AtmaConnect;"""Let's welcome the blessing  #Ramadan  as a moment to break the chain of transmission of the plague for the sake of personal safety, relatives and the entire nation."" 

 #Covid19   #Coronavirus   #Indonesia   #resilience   #GotongRoyong ";lets welcome blessing ramadan moment break chain transmission plague sake personal safety relatives entire nation covid19 coronavirus indonesia resilience gotongroyong;1;0;0;0;769;231;8402;Positive
114;2020-05-01;YOUNGISTAAN13;Coronavirus :  #Indonesia  grapples with fear of a hidden virus surge     #coronaviruspandemic;coronavirus indonesia grapples fear hidden virus surge coronaviruspandemic;0;0;0;211;789;0;-4939;Negative
115;2020-05-01;defendanimals1;"Thousands of animals face starvation at cesspit  Indonesian 
zoo due to  coronavirus  and may end up eating each - The Sun  ";thousands animals face starvation cesspit indonesian zoo due coronavirus may end eating sun;0;0;0;0;10;0;0;Neutral
116;2020-05-02;Reiza_Patters;Indonesia : Polarization, Democratic Distress, and the  Coronavirus     via  @CarnegieEndow;indonesia polarization democratic distress coronavirus via carnegieendow;2;2;0;254;746;0;-5267;Negative
117;2020-05-02;paradise2012;"Great  coronavirus  policy there... instead of preparing for the pandemic the govt was paying boosters thousands to encourage foreign tourists to visit ""corona-free""  Indonesia";great coronavirus policy instead preparing pandemic govt paying boosters thousands encourage foreign tourists visit coronafree indonesia;0;0;1;0;748;252;8126;Positive
118;2020-05-02;AjayKumaraGupt1;"Philippines and  Indonesia  face risk of record remittance fall
Inflows from US and Middle East may plunge, hitting vital source of income. The  coronavirus  pandemic has already disrupted the lives of poor people in Southeast Asia .";philippines indonesia face risk record remittance fall inflows us middle east may plunge hitting vital source income coronavirus pandemic already disrupted lives poor people southeast asia;0;0;0;126;821;53;-4588;Negative
119;2020-05-02;spwells;Stranded by  coronavirus , a Russian family traveling in  Indonesia  busks to survive    ;stranded coronavirus russian family traveling indonesia busks survive;4;0;1;0;10;0;0;Neutral
120;2020-05-02;DocumentCovid19;"""Updates on the Covid-19 situation in  Indonesia ""  #coronavirus   ";updates covid19 situation indonesia coronavirus;0;0;0;0;10;0;0;Neutral
121;2020-05-02;wendylee21742;As countries around the world struggle to come up with ways of keeping people from going outside and slow down the spread of the novel  #coronavirus ,  Indonesian  settlements are trying an unconventional solution  volunteer ghosts.  ;countries around world struggle come ways keeping people going outside slow spread novel coronavirus indonesian settlements trying unconventional solution  volunteer ghosts;1;2;0;56;831;112;3182;Positive
122;2020-05-02;ErnstNordholt;Indonesian   Coronavirus  Quarantine Violators Are Being Locked In Haunted Houses -     #GoogleAlerts;indonesian coronavirus quarantine violators locked haunted houses googlealerts;0;0;0;353;647;0;-7184;Negative
123;2020-05-02;SetApartCathy;"The Message of Repentance has been trumped all over the earth for the last 17 years ...

The earth has been struck with earthquakes - Chile, Nepal, Tsunami- New Orleans,  Indonesia  and we did not repent.. How about Zika, Ebola? 

 Coronavirus  is here we need  #UniversalRepentan";message repentance trumped earth last 17 years earth struck earthquakes chile nepal tsunami new orleans indonesia repent zika ebola coronavirus need universalrepentan;8;4;0;43;957;0;-25;Negative
124;2020-05-02;GlobalMediaRCP;We asked our friends in radio around the world how they've been handling the  Coronavirus  crisis locally. For a truly global perspective, from the US to France to Colombia to  Indonesia  (and beyond), we invite you to discover their stories and ideas:   ;asked friends radio around world theyve handling coronavirus crisis locally truly global perspective us france colombia indonesia beyond invite discover stories ideas;0;1;0;81;769;15;3612;Positive
125;2020-05-02;TPE_connect;Coronavirus  pushes  Indonesia  zoo animals to brink of starvation...  #Indonesia   #Zoo   #Coronavirus   #CoronavirusPandemic   #COVID   #COVID19   #COVID2019   #Covid_19   #COVID__19   #COVID%E3%83%BC19   #CoronavirusOutbreak   ;coronavirus pushes indonesia zoo animals brink starvation indonesia zoo coronavirus coronaviruspandemic covid covid19 covid2019 covid19 covid19 covide383bc19 coronavirusoutbreak;0;0;0;0;10;0;0;Neutral
126;2020-05-02;IrishSunOnline;Thousands of animals face starvation at cesspit  Indonesian  zoo due to  coronavirus  and maybe forced to eat each other  ;thousands animals face starvation cesspit indonesian zoo due coronavirus maybe forced eat;0;0;0;143;857;0;-4588;Negative
127;2020-05-02;Dragofix;Wet Markets in  Indonesia  are Still Open!     #Indonesia   #AnimalRights   #wetmarket   #WetMarkets   #health   #PublicHealth   #COVID   #COVID19   #corona   #coronavirus;wet markets indonesia still open indonesia animalrights wetmarket wetmarkets health publichealth covid covid19 corona coronavirus;6;6;1;0;10;0;0;Neutral
128;2020-05-02;jhbailey1956;Coronavirus  Blunders in  Indonesia  Turn Crisis Into Catastrophe - Carnegie Endowment for International Peace  ;coronavirus blunders indonesia turn crisis catastrophe carnegie endowment international peace;0;0;0;37;478;152;-7184;Negative
129;2020-05-02;OrganicFarmerNZ;Coronavirus :  Indonesia 's death toll likely thousands higher than official figures suggest | Newshub  ;coronavirus indonesia death toll likely thousands higher official figures suggest newshub;1;1;0;206;794;0;-5994;Negative
